Gene	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
OR3A1	11	No	N/A	No	0.9234362	1	1	1	0.529	1	1	1	1	1	0.931447	1	1	1	1	0
SLC13A5	7	No	N/A	No	0.7946881	1	1	1	0.27	1	1	1	1	1	1	1	1	1	1	0
GSPT2	7	No	N/A	No	0.8045114	1	1	1	0.679	1	1	1	1	1	0.918336	1	1	1	1	0
C10orf71	24	No	N/A	No	9.151927e-05	1	1	1.555064e-07	0.626	0.967274043166423	1	1	1	1	1	1	1	1	1	2
GNAS	20	No	Unk	Missense somatic drivers in other tissues	0.9131613	0.655131987540666	0.0437442670555	1	0.328	1	0.189810976805691	1	1	1	0.93069	1	1	1	1	1
FLG2	99	No	N/A	No	0.9622085	1	1	1	0.379	1	1	1	1	1	1	1	1	1	1	0
WLS	5	No	N/A	No	1	0.572718956755988	1	1	0.155	1	1	1	1	1	1	1	1	1	1	0
EDEM3	8	No	N/A	No	0.3860126	1	1	1	0.594	1	1	1	1	1	1	1	1	1	1	0
MTG1	21	No	N/A	No	0.2105912	1	1	1	0.392	1	1	1	1	1	1	1	1	1	1	0
ZNF76	6	No	N/A	No	1	0.227198079672151	1	1	0.107	1	1	1	1	1	1	1	1	1	1	0
ZMAT4	11	No	N/A	No	0.1314432	1	1	1	0.885	1	1	1	1	1	1	1	1	1	1	0
RP11-613M10.9	54	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MTMR11	17	No	N/A	No	0.9002575	0.857742621352967	1	1	0.475	1	1	1	1	1	1	1	1	1	1	0
FRS3	6	No	N/A	No	0.7725082	1	1	1	0.829	1	1	1	1	1	1	1	1	1	1	0
FCAR	13	No	N/A	No	1	1	1	1	0.0129	1	1	1	1	1	0.967987	1	1	1	1	1
CTBP2	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RBBP5	9	No	N/A	No	1	1	1	1	0.99	1	1	1	1	1	1	1	1	1	1	0
TBX19	5	No	N/A	No	1	1	1	1	0.18	1	1	1	1	1	1	1	1	1	1	0
PAPPA2	136	No	N/A	No	0.1456424	1	1	1	0.424	1	1	1	1	1	0.851184	1	1	1	1	0
VWA3A	15	No	N/A	No	0.3471376	1	1	1	0.406	1	1	1	1	1	1	1	1	1	1	0
TCEAL2	5	No	N/A	No	0.5391405	1	1	1	0.86	1	1	1	1	1	1	1	0.115122392627388	1	1	0
CP	12	No	N/A	No	0.6725946	0.0054998538489468	1	1	0.376	1	1	1	1	1	0.673361	1	0.182863046942326	1	1	1
AXDND1	34	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CENPQ	5	No	N/A	No	1	1	1	1	0.815	1	1	1	1	1	1	1	1	1	1	0
DRD3	19	No	N/A	No	0.02284035	1	1	1	0.988	1	1	1	1	1	0.936477	1	1	1	1	1
MARCH11	16	No	N/A	No	0.003167452	1	1	0.0002680862	0.136	1	1	1	1	1	1	1	1	1	1	2
TRIM15	11	No	N/A	No	1	1	1	1	0.719	1	1	1	1	1	1	1	1	1	1	0
COL12A1	64	No	N/A	No	2.711295e-05	1	1	1	0.0979	1	1	1	1	1	0.752492	1	1	1	1	1
SH3D19	9	No	N/A	No	1	0.699014680464181	1	1	0.711	1	1	1	1	1	1	1	1	1	1	0
KRT33B	7	No	N/A	No	1	1	1	1	0.758	1	1	1	1	1	1	1	1	1	1	0
RASL12	7	No	N/A	No	0.4669476	1	1	1	0.765	1	1	1	1	1	1	1	1	1	1	0
VGLL3	22	No	N/A	No	0.02967809	1	1	1	0.868	1	1	1	1	1	1	1	1	1	1	1
NOP14	13	No	N/A	No	0.6432525	1	1	1	0.627	1	1	1	1	1	1	1	1	1	1	0
SF1	13	No	N/A	No	0.03600082	1.96989852966264e-06	1	1	0.298	1	1	1	1	1	1	1	0.213074486659931	1	1	2
PDE1B	17	No	N/A	No	0.04742046	1	1	1	0.488	1	1	0.0007982328	0.001357433	0.04	0.875778	1	1	1	1	4
AMACR	9	No	N/A	No	0.9958894	0.500183091819658	1	1	0.411	1	1	1	1	1	0.846898	1	1	1	1	0
OR7A10	6	No	N/A	No	1	1	1	1	0.0751	1	1	1	1	1	0.789492	1	1	1	1	0
SH2D4B	10	No	N/A	No	0.5588155	1	1	1	6.3e-05	1	1	1	1	1	1	1	1	1	1	1
PTPRD	113	No	N/A	No	0.00102748	1.13242748511766e-13	0.206910364315	1	0.749	1	1	1	1	1	0.434966	1	1	1	1	2
ADAMTS13	9	No	N/A	No	0.818603	1	1	1	0.481	1	1	1	1	1	1	1	1	1	1	0
TRIM25	7	No	N/A	No	1	0.156677270155779	1	1	0.3	1	1	1	1	1	1	1	0.165230951865757	1	1	0
ACAD9	5	No	N/A	No	1	1	0.0107520760273	1	0.296	1	1	1	1	1	1	1	1	1	1	1
PIGT	7	No	N/A	No	0.7954094	1	1	1	0.21	1	1	1	1	1	1	1	1	1	1	0
UHRF1BP1	13	No	N/A	No	1	1	0.170584080939	1	0.584	1	1	1	1	1	1	1	1	1	1	0
LETM1	6	No	N/A	No	1	1	1	1	0.254	1	1	1	1	1	1	1	1	1	1	0
HOXC12	6	No	N/A	No	0.2037165	1	1	1	0.234	1	1	1	1	1	1	1	1	1	1	0
DALRD3	16	No	N/A	No	1	0.115657174722728	1	1	0.503	1	1	1	1	1	1	1	0.161127478947838	1	1	0
SLC26A5	9	No	N/A	No	0.8126539	1	1	1	0.715	1	1	1	1	1	1	1	1	1	1	0
GLG1	17	No	N/A	No	0.4768266	0.90770532825063	1	1	0.149	1	1	1	1	1	1	1	1	1	1	0
IFT172	25	No	N/A	No	0.3396401	0.30069344201558	1	1	0.308	1	1	1	1	1	0.867504	1	1	1	1	0
HOXA10	5	No	N/A	No	0.5358452	1	1	1	0.693	1	1	1	1	1	1	1	1	1	1	0
RP4-559A3.7	16	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ITGAM	23	No	N/A	No	0.4494664	1	1	1	0.502	1	1	1	1	1	0.851184	1	1	1	1	0
ABCF3	12	No	N/A	No	0.4663757	1	1	1	0.00258	1	1	1	1	1	0.806521	1	1	1	1	1
PIP5K1A	6	No	N/A	No	0.6419458	0.0621049753359576	1	1	0.45	1	1	1	1	1	1	1	1	1	1	0
IRS1	20	No	N/A	No	1	1	1	1	0.323	1	1	1	1	1	1	1	0.00186251471771897	1	1	1
AGPAT9	6	No	N/A	No	0.4112471	1	1	1	0.274	1	1	1	1	1	1	1	1	1	1	0
HECW2	26	No	N/A	No	1	1	1	1	0.984	0.869159170518297	1	1	1	1	1	1	1	1	1	0
GALNT4	5	No	N/A	No	1	1	1	1	0.612	1	1	1	1	1	1	1	1	1	1	0
CPED1	45	No	N/A	No	1	0.00745746563776585	0.264254949146	1	1	1	1	1	1	1	1	1	1	1	1	1
C10orf11	5	No	N/A	No	0.3536111	1	1	1	0.22	1	1	1	1	1	1	1	1	1	1	0
MUSK	12	No	N/A	No	0.9609979	1	1	1	0.148	1	1	1	1	1	0.929958	1	1	1	1	0
MFAP4	11	No	N/A	No	0.3319745	0.294930038660408	1	1	0.256	1	1	1	1	1	1	1	1	1	1	0
EXOC8	10	No	N/A	No	1	1	1	1	0.208	1	1	1	1	1	1	1	1	1	1	0
IGSF9	5	No	N/A	No	1	1	1	1	0.364	1	1	1	1	1	1	1	1	1	1	0
APCDD1L	5	No	N/A	No	1	1	1	1	0.403	1	1	1	1	1	1	1	1	1	1	0
GPATCH3	10	No	N/A	No	1	1	1	1	0.999	1	1	1	1	1	1	1	1	1	1	0
B3GAT1	5	No	N/A	No	1	1	1	1	0.807	1	1	1	1	1	1	1	1	1	1	0
OR2W3	74	No	N/A	No	4.423246e-06	1	1	1	0.919	1	1	1	1	1	0.964238	1	1	1	1	1
FSD1	11	No	N/A	No	0.4028326	1	1	1	0.0872	1	1	1	1	1	1	1	1	1	1	0
CCDC19	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATOH1	11	No	N/A	No	0.2772184	1	1	1	0.936	1	1	1	1	1	1	1	1	1	1	0
C11orf30	17	No	N/A	No	0.931254	0.47238533023382	1	1	0.949	1	1	1	1	1	1	1	1	1	1	0
GRIA4	28	No	N/A	No	0.1913664	1	1	1	0.264	1	1	1	1	1	0.92874	1	1	1	1	0
OR51B4	7	No	N/A	No	1	1	1	1	0.57	1	1	1	1	1	1	1	1	1	1	0
CRCT1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SUN3	12	No	N/A	No	0.05574209	1	1	1	0.00814	1	1	1	1	1	0.904178	1	1	1	1	1
ARHGEF3	10	No	N/A	No	1	0.275279660525113	1	1	0.0605	1	1	1	1	1	0.92787	1	1	1	1	0
NDST3	16	No	N/A	No	0.5739905	1	1	7.542729e-06	0.16	1	1	1	1	1	1	1	1	1	1	1
FAU	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	0.00463	1	1	1	1
RNF220	5	No	N/A	No	1	0.455583850431797	1	1	0.164	1	1	1	1	1	1	1	0.116821489464226	1	1	0
CLSTN2	28	No	N/A	No	0.08448851	1	1	1	0.0243	1	1	1	1	1	1	1	1	1	1	1
BIN2	11	No	N/A	No	0.3428645	0.816837368384149	1	1	0.521	1	1	1	1	1	1	1	1	1	1	0
DDX60L	22	No	N/A	No	1	1	1	1	0.216	1	1	1	1	1	1	1	1	1	1	0
PKD1L2	15	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FLNB	14	No	N/A	No	1	1	1	1	0.45	1	1	1	1	1	1	1	7.17702108706762e-05	1	1	1
OR2F1	13	No	N/A	No	0.5424554	1	1	1	0.374	1	1	1	1	1	0.877851	1	1	1	1	0
KLF4	9	No	OG/TSG	Missense somatic drivers in other tissues	0.2681724	0.751097668577563	1	1	0.019	0.661938415232441	1	1	1	1	0.724814	1	1	1	1	1
CLCA2	29	No	N/A	No	0.1240411	1	1	1	0.389	1	1	1	1	1	1	1	1	1	1	0
COBL	28	No	N/A	No	1	1	1	1	0.423	1	1	1	1	1	1	1	1	1	1	0
MAD2L1	5	No	N/A	No	1	0.447610799478444	1	1	0.9	1	1	1	1	1	1	1	1	1	1	0
PAQR8	5	No	N/A	No	0.8163953	0.409557970736616	1	1	0.0323	1	1	1	1	1	1	1	1	1	1	1
LCOR	6	No	N/A	No	0.05171362	1	1	1	0.0827	1	1	1	1	1	1	1	0.184538902682221	1	1	0
SOHLH1	6	No	N/A	No	1	1	1	1	0.923	1	1	1	1	1	1	1	1	1	1	0
PRKAA2	10	No	N/A	No	0.8822875	0.176363566314358	1	1	0.23	1	1	1	1	1	0.973198	1	0.178271789919542	1	1	0
APOBEC4	7	No	N/A	No	0.06383148	1	1	1	0.476	1	1	1	1	1	1	1	1	1	1	0
CLSPN	10	No	N/A	No	1	1	1	1	0.79	1	1	1	1	1	1	1	0.029513601578103	1	1	1
ICAM4	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AMOT	19	No	N/A	No	0.1388397	1	1	2.915977e-05	0.321	0.645545612710858	1	1	1	1	1	1	1	1	1	1
SPICE1	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CAPZA3	9	No	N/A	No	1	1	1	1	0.221	1	1	1	1	1	1	1	1	1	1	0
RNF175	5	No	N/A	No	1	1	1	1	0.987	1	1	1	1	1	1	1	1	1	1	0
LRRC52	6	No	N/A	No	1	1	1	1	0.0459	1	1	1	1	1	1	1	1	1	1	1
MMACHC	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
P4HA2	5	No	N/A	No	1	1	1	1	0.356	1	1	1	1	1	1	1	1	1	1	0
GLDC	26	No	N/A	No	3.515873e-05	1	1	1	0.927	1	1	1	1	1	0.877851	1	1	1	1	1
MLX	12	No	N/A	No	1	0.949176498535178	1	1	0.339	1	1	1	1	1	1	1	1	1	1	0
ARFGAP2	9	No	N/A	No	1	0.0835289002605447	1	1	0.897	1	1	1	1	1	1	1	0.139224445318337	1	1	0
ZC3H7A	5	No	N/A	No	0.9911033	1	1	1	0.785	1	1	1	1	1	1	1	1	1	1	0
MAGEB2	13	No	N/A	No	0.1046895	1	1	1	0.8	1	1	1	1	1	0.890852	1	1	1	1	0
OXGR1	10	No	N/A	No	0.6584117	1	1	1	0.124	1	1	1	1	1	0.984243	1	1	1	1	0
GIMAP1	12	No	N/A	No	0.09335714	1	1	1	0.567	1	1	1	1	1	0.502135	1	1	1	1	0
CHRDL1	19	No	N/A	No	0.7398253	1	1	1	0.583	1	1	1	1	1	1	1	1	1	1	0
GLT1D1	8	No	N/A	No	0.715305	1	1	1	0.171	1	1	1	1	1	1	1	1	1	1	0
MEOX2	16	No	N/A	No	0.3876324	1	1	1	0.847	1	1	1	1	1	1	1	1	1	1	0
SERPING1	7	No	N/A	No	0.1247278	1	1	1	0.636	1	1	1	1	1	0.434966	1	1	1	1	0
AC069368.3	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM119	5	No	N/A	No	0.6100804	1	1	1	0.341	1	1	1	1	1	1	1	1	1	1	0
ZNF540	6	No	N/A	No	1	1	1	1	0.496	1	1	1	1	1	1	1	1	1	1	0
CACNA1E	116	No	N/A	No	1.704306e-05	1	1	1	0.804	1	1	1	1	1	0.837137	1	1	1	1	1
ZIC3	15	No	N/A	No	0.2161689	1	1	1	0.949	1	1	1	1	1	1	1	1	1	1	0
ZNF638	22	No	N/A	No	0.1904218	1	1	1	0.968	1	1	1	1	1	1	1	0.000881772454916309	1	1	1
EVI5	12	No	N/A	No	1	0.84198453348981	1	1	0.639	1	1	1	1	1	1	1	1	1	1	0
STAU2	5	No	N/A	No	0.5038232	1	1	1	0.284	1	1	1	1	1	1	1	0.119782350549911	1	1	0
PTPRH	29	No	N/A	No	0.1300153	1	1	1	0.00507	1	1	1	1	1	0.931447	1	1	1	1	1
REM1	14	No	N/A	No	0.4741641	1	1	1	0.85	1	1	1	1	1	0.953733	1	1	1	1	0
ATXN2	9	No	N/A	No	0.7523856	1	1	1	0.565	1	1	1	1	1	1	1	0.1106779113266	1	1	0
EPHA7	40	No	N/A	No	0.0907149	1	1	1.455879e-05	0.895	1	1	1	1	1	0.740921	1	0.0177371791111002	1	1	2
ZIC1	30	No	N/A	No	1	1	1	1	0.868	1	1	1	1	1	0.724814	1	1	1	1	0
BRAT1	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.172893693133898	1	1	0
CTR9	6	No	N/A	No	0.7088963	0.117627432454452	1	1	0.791	0.988185547884056	1	1	1	1	1	1	0.184538902682221	1	1	0
MORN1	6	No	N/A	No	0.140992	1	1	1	0.0619	1	1	1	1	1	1	1	1	1	1	0
ABCA12	37	No	N/A	No	0.03569109	1	1	1	0.534	1	1	1	1	1	1	1	1	1	1	1
NOP9	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SCARF1	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ARNT	6	No	OG/TSG	Other somatic drivers in other tissues	0.9527571	1	1	1	0.23	1	1	1	1	1	1	1	1	1	1	0
ZNF10	20	No	N/A	No	0.9963167	1	1	1	0.366	1	1	1	1	1	1	1	1	1	1	0
STRN3	12	No	N/A	No	0.05520764	1	1	1	0.0119	1	1	1	1	1	0.940867	1	0.12314661719958	1	1	1
ADNP	9	No	N/A	No	1	1	1	1	0.111	1	1	1	1	1	1	1	1	1	1	0
CEMP1	5	No	N/A	No	1	1	1	1	0.358	1	1	1	1	1	1	1	1	1	1	0
DHX9	15	No	N/A	No	1	0.677769264188101	0.170584080939	1	0.312	1	1	1	1	1	1	1	1	1	1	0
DGKG	15	No	N/A	No	0.5439142	1	1	1	0.51	1	1	1	1	1	1	1	1	1	1	0
DCAF12L2	38	No	N/A	No	0.02910913	1	1	1	0.104	1	1	1	1	1	1	1	1	1	1	1
ZBTB10	6	No	N/A	No	0.7489026	1	1	1	0.775	1	1	1	1	1	1	1	0.0209331374173733	1	1	1
RP11-133K1.2	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
C19orf59	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CPNE8	10	No	N/A	No	1	0.186479479654467	1	1	0.621	1	1	1	1	1	1	1	1	1	1	0
ACO2	5	No	N/A	No	1	1	1	1	0.74	1	1	1	1	1	1	1	1	1	1	0
ATP13A1	8	No	N/A	No	1	1	1	1	0.752	1	1	1	1	1	1	1	0.004044790491031	1	1	1
PCDHGA12	50	No	N/A	No	1	1	1	1	0.163	1	1	1	1	1	1	1	0.0389245154806624	1	1	1
PAM	8	No	N/A	No	1	0.987941462695929	1	1	0.849	1	1	1	1	1	1	1	0.18567659004146	1	1	0
ADAM2	23	No	N/A	No	0.04637818	1	1	1	0.502	0.303717465246545	1	1	1	1	0.789492	1	1	1	1	1
ETS2	6	No	N/A	No	0.874336	1	1	1	0.321	1	1	1	1	1	1	1	1	1	1	0
HIST1H4C	8	No	N/A	No	1	1	1	1	0.569	1	1	1	1	1	1	1	1	1	1	0
SPO11	5	No	N/A	No	0.4074468	1	1	1	0.0122	1	1	1	1	1	1	1	1	1	1	1
MCCC2	5	No	N/A	No	0.799855	1	1	1	0.884	1	1	1	1	1	0.924014	1	1	1	1	0
GSTA2	7	No	N/A	No	0.04808008	1	1	1	0.383	1	1	1	1	1	0.899179	1	1	1	1	1
UBXN2A	6	No	N/A	No	0.2273044	0.147965743941266	1	1	0.559	1	1	1	1	1	1	1	1	1	1	0
TP53	303	Yes	OG/TSG	Missense somatic drivers in matching tissue	3.799253e-12	0	0.00182916885838	3.946816e-43	0	1.66487960161924e-35	9.83879144433954e-07	1.206173e-15	3.006133e-14	5e-04	0.0003463	7.73e-13	0.00054787136159468	1.74003514310264e-08	0.01371009	15
DPH2	11	No	N/A	No	0.6856975	1	1	1	0.687	1	1	1	1	1	1	1	1	1	1	0
DNAAF2	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CCDC88A	19	No	N/A	No	0.8311176	0.663875485312557	1	1	0.323	1	1	1	1	1	1	1	1	1	1	0
HIST1H2BJ	7	No	N/A	No	1	1	1	1	0.807	1	1	1	1	1	1	1	1	1	1	0
MFSD9	8	No	N/A	No	0.8656962	0.774393164151034	1	1	0.227	1	1	1	1	1	1	1	1	1	1	0
SLC9A3	15	No	N/A	No	0.8692402	1	1	1	0.014	1	1	1	1	1	1	1	1	1	1	1
PIK3C2B	22	No	N/A	No	0.03056417	0.314994293999892	1	1	0.318	1	1	1	1	1	0.953733	1	1	1	1	1
OR52B2	9	No	N/A	No	1	1	1	1	0.157	1	1	1	1	1	0.940867	1	1	1	1	0
HOXD8	8	No	N/A	No	0.2747917	1	1	1	0.374	1	1	1	1	1	1	1	1	1	1	0
RP11-1099M24.7	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GPSM1	7	No	N/A	No	1	0.540971594281469	1	1	0.818	1	1	1	1	1	1	1	1	1	1	0
FAM124B	6	No	N/A	No	0.02549771	1	1	1	0.942	1	1	1	1	1	1	1	1	1	1	1
DSEL	19	No	N/A	No	1	0.00274703104571905	0.281939728329	1	0.00304	1	1	1	1	1	1	1	1	1	1	2
RP3-402G11.5	13	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ROBO2	53	No	N/A	No	0.6285601	1	1	1	0.247	1	1	1	1	1	0.846898	1	1	1	1	0
TRHR	14	No	N/A	No	1	1	1	1	0.893	1	1	1	1	1	0.904178	1	1	1	0.002031438	1
PRM3	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC25A11	10	No	N/A	No	1	1	1	1	0.844	1	1	1	1	1	1	1	0.12228622043173	1	1	0
ITGA2B	13	No	N/A	No	0.05721267	1	1	1	0.862	1	1	1	1	1	0.478441	1	1	1	1	0
INO80	11	No	N/A	No	0.8626082	0.858505893122272	0.204040359448	1	0.00196	1	1	1	1	1	1	1	1	1	1	1
CTD-2228K2.5	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PGLYRP1	5	No	N/A	No	1	1	1	1	0.68	1	1	1	1	1	1	1	0.167023965370321	1	1	0
MAN2A2	5	No	N/A	No	1	1	1	1	0.662	1	1	1	1	1	1	1	1	1	1	0
FBXO2	5	No	N/A	No	0.329954	0.473745937769017	1	1	0.217	1	1	1	1	1	1	1	1	1	1	0
TFR2	8	No	N/A	No	0.8106796	1	1	1	0.92	1	1	1	1	1	0.899606	1	1	1	1	0
DPP8	7	No	N/A	No	1	0.468049256474062	1	1	0.0412	1	1	1	1	1	0.855912	1	0.176835067849775	1	1	1
LZTR1	15	No	TSG	Missense somatic drivers in other tissues	0.2971384	1	1	1	0.0284	1	1	1	1	1	1	1	1	1	1	1
ANXA5	6	No	N/A	No	0.2822625	1	1	1	0.987	1	1	1	1	1	0.95583	1	1	1	1	0
MYPN	33	No	N/A	No	0.003041679	1	1	1	0.769	1	1	1	1	1	0.846898	1	1	1	1	1
TRMT1	5	No	N/A	No	1	1	1	1	0.309	1	1	1	1	1	1	1	1	1	1	0
CLEC14A	15	No	N/A	No	1	1	0.0107520760273	1	0.535	1	1	1	1	1	1	1	1	1	1	1
MESP2	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	7.813e-10	1	1	1	1
SNX18	6	No	N/A	No	1	1	1	1	0.611	1	1	1	1	1	1	1	1	1	1	0
CYP46A1	6	No	N/A	No	1	1	1	1	0.749	1	1	1	1	1	1	1	1	1	1	0
IL1RAPL2	36	No	N/A	No	1	1	1	1	0.172	1	1	1	1	1	0.813571	1	1	1	1	0
THADA	15	No	N/A	No	0.6775089	1	1	1	0.666	1	1	1	1	1	1	1	1	1	1	0
SH3RF1	6	No	N/A	No	1	0.983862409058047	1	1	0.227	1	1	1	1	1	1	1	1	1	1	0
OPN4	11	No	N/A	No	1	1	1	1	0.0804	1	1	1	1	1	0.806521	1	1	1	1	0
ADHFE1	6	No	N/A	No	1	1	1	1	0.243	1	1	1	1	1	1	1	1	1	1	0
GUCY1A2	29	No	N/A	No	1	1	1	1	0.193	1	1	1	1	1	0.826273	1	1	1	1	0
ART4	6	No	N/A	No	1	1	1	1	0.83	1	1	1	1	1	1	1	1	1	1	0
PYGO2	10	No	N/A	No	0.5622102	0.745033546867258	1	1	0.219	1	1	1	1	1	1	1	1	1	1	0
PADI1	16	No	N/A	No	0.1410898	1	1	1	0.905	1	1	1	1	1	0.983617	1	1	1	1	0
C9orf53	19	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
INTS3	12	No	N/A	No	1	0.93849521638224	1	1	0.165	1	1	1	1	1	1	1	0.205538892799868	1	1	0
JAKMIP3	6	No	N/A	No	1	1	1	1	0.752	1	1	1	1	1	1	1	1	1	1	0
NUDT8	8	No	N/A	No	0.4265411	0.0974720164909842	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MIA3	19	No	N/A	No	0.891851	1	1	1	0.882	1	1	1	1	1	1	1	1	1	1	0
ADAM8	9	No	N/A	No	0.8152116	0.342906955458809	1	1	0.866	1	1	1	1	1	1	1	1	1	1	0
TP73	7	No	N/A	No	0.6856975	1	1	1	0.186	1	1	1	1	1	1	1	1	1	1	0
CSF1R	20	No	N/A	No	0.01255106	1	1	1	0.773	1	1	1	1	1	0.921578	1	0.175782517565923	1	1	1
FRG1	13	No	N/A	No	0.9740647	0.085679647278306	0.22129056329	1	0.716	1	1	1	1	1	0.875778	1	0.0280520622846994	1	1	1
ADAMTS1	23	No	N/A	No	0.6220853	0.519537664360088	0.34307086861	1	0.57	1	1	1	1	1	0.827809	1	1	1	1	0
EML5	18	No	N/A	No	1	1	1	1	0.206	1	1	1	1	1	0.93069	1	1	1	1	0
EFS	9	No	N/A	No	1	1	1	1	0.46	1	1	1	1	1	1	1	1	1	1	0
CETP	8	No	N/A	No	0.1652791	1	1	1	0.616	1	1	1	1	1	0.902385	1	1	1	1	0
STK39	8	No	N/A	No	1	1	1	1	0.572	1	1	1	1	1	1	1	1	1	1	0
IL36B	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIF16B	16	No	N/A	No	1	1	1	1	0.562	1	1	1	1	1	1	1	1	1	1	0
AIM2	8	No	N/A	No	1	1	1	1	0.202	1	1	1	1	1	0.853347	1	1	1	1	0
CPNE4	18	No	N/A	No	0.7679158	1	1	1	0.954	1	1	1	1	1	0.929167	1	1	1	1	0
HSPH1	12	No	N/A	No	0.809922	1	1	1	0.804	1	1	1	1	1	0.899179	1	1	1	1	0
MATR3	9	No	N/A	No	0.7516268	0.329781317433216	0.100384925611	1	0.206	1	1	1	1	1	1	1	1	1	1	0
HAO2	8	No	N/A	No	1	1	1	1	0.0501	1	1	1	1	1	0.84456	1	1	1	1	0
SP110	9	No	N/A	No	1	1	1	1	0.678	1	1	1	1	1	1	1	1	1	1	0
ALKBH4	6	No	N/A	No	1	1	1	1	0.164	1	1	1	1	1	1	1	1	1	1	0
SLC36A3	5	No	N/A	No	1	1	1	1	0.839	1	1	1	1	1	1	1	1	1	1	0
UGT1A3	21	No	N/A	No	1	1	1	1	0.85	1	1	1	1	1	1	1	1	1	0.0049845	1
HNRNPH1	5	No	N/A	No	0.8324769	0.231809849857469	1	1	0.311	1	1	1	1	1	1	1	1	1	1	0
USF2	8	No	N/A	No	0.5711774	1	1	1	0.639	1	1	1	1	1	1	1	1	1	1	0
AKAP11	14	No	N/A	No	1	1	1	1	0.614	1	1	1	1	1	1	1	0.128732189767756	1	1	0
MAGEE1	18	No	N/A	No	0.7284716	1	1	1	0.22	1	1	1	1	1	0.953733	1	1	1	1	0
CDH5	12	No	N/A	No	0.467144	1	0.242974966049	1	0.168	1	1	1	1	1	0.984079	1	1	1	1	0
NKX2-5	8	No	N/A	No	0.01996053	1	1	1	0.521	1	1	1	1	1	1	1	1	1	1	1
PRR7	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PKP2	28	No	N/A	No	0.1098392	0.642698314031566	0.314644061407	1	0.105	1	1	1	1	1	0.936477	1	1	1	1	0
ARL14EP	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RBM15B	5	No	N/A	No	1	0.0614584521456053	1	1	0.0412	1	1	1	1	1	1	1	1	1	1	1
PCDHB16	72	No	N/A	No	1	1	1	1	0.524	1	1	1	1	1	0.966699	1	1	1	1	0
AGAP3	15	No	N/A	No	0.8781398	1	1	1	0.315	1	1	1	1	1	1	1	1	1	1	0
HTT	17	No	N/A	No	1	1	1	1	0.212	1	1	1	1	1	1	1	0.137542558179065	1	1	0
CCDC92	6	No	N/A	No	1	1	1	1	0.931	1	1	1	1	1	1	1	1	1	1	0
RNF133	16	No	N/A	No	0.9059932	1	1	1	0.36	1	1	1	1	1	0.846898	1	1	1	1	0
MIOS	13	No	N/A	No	0.1525154	0.939181964969153	0.22129056329	1	0.254	1	1	1	1	1	1	1	1	1	1	0
OCRL	13	No	N/A	No	0.5708285	1	1	1	0.823	1	1	1	1	1	1	1	0.165240114437281	1	1	0
EEA1	6	No	N/A	No	1	1	1	1	0.735	1	1	1	1	1	1	1	1	1	1	0
SYNDIG1L	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
