Gene	Tissue	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
AP3D1	blca	5	No	N/A	No	1	1	1	1	0.443	1	1	1	1	1	1	1	1	1	1	0
HIST1H3I	blca	6	No	N/A	No	1	1	1	1	0.67	1	1	1	1	1	1	1	1	1	1	0
ANKRD27	blca	7	No	N/A	No	1	1	1	1	0.85	1	1	1	1	1	1	1	1	1	1	0
PCDHGA3	blca	57	No	N/A	No	1	1	1	1	0.0609	1	1	1	1	1	1	1	0.110275137166324	1	1	0
HIRIP3	blca	6	No	N/A	No	1	1	1	1	0.475	1	1	1	1	1	1	1	1	1	1	0
MACF1	blca	39	No	N/A	No	1	0.006927096209203	1	1	0.229	1	1	1	1	1	1	1	1	1	1	1
ITSN2	blca	11	No	N/A	No	1	0.921395241540402	1	1	0.719	0.239912487905587	1	1	1	1	1	1	0.143976775746163	1	1	0
PCDHA6	blca	46	No	N/A	No	1	1	1	1	0.697	1	1	1	1	1	1	1	1	1	1	0
CTD-2006C1.10	blca	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZMYND8	blca	7	No	N/A	No	0.3546578	0.384594033729537	1	1	0.667	1	1	1	1	1	1	1	1	1	1	0
NAA15	blca	5	No	N/A	No	0.02656445	1	1	1	0.801	1	1	1	1	1	1	1	0.15957254909441	1	1	1
LDB2	blca	5	No	N/A	No	0.3693808	0.00245928905716363	1	1	0.845	1	1	1	1	1	1	1	1	1	1	1
ZBTB40	blca	6	No	N/A	No	1	1	1	1	0.62	1	1	1	1	1	1	1	0.156258175082342	1	1	0
ATP6C	blca	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
AMER2	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MECOM	blca	7	No	OG	Other somatic drivers in other tissues	0.7559751	0.0551966197593933	1	1	0.315	1	1	1	1	1	1	1	1	1	1	0
PSG1	blca	5	No	N/A	No	1	1	1	1	0.47	1	1	1	1	1	1	1	1	1	1	0
C5orf45	blca	5	No	N/A	No	1	1	1	1	0.979	1	1	1	1	1	1	1	1	1	1	0
ASPM	blca	7	No	N/A	No	1	1	1	1	0.703	1	1	1	1	1	1	1	0.0877867845972874	1	1	0
DOCK10	blca	6	No	N/A	No	1	0.577906968332681	1	1	0.0372	1	1	1	1	1	1	1	0.0153752947247173	1	1	2
ZNF548	blca	6	No	N/A	No	0.2590258	0.828844513294449	1	1	0.233	1	1	1	1	1	1	1	1	1	1	0
NRXN1	blca	8	No	N/A	No	0.3449936	1	1	1	0.345	1	1	1	1	1	0.860203	1	0.203472163666336	1	1	0
TRIP12	blca	6	No	N/A	No	1	1	1	1	0.928	1	1	1	1	1	1	1	0.00745902916622465	1	1	1
ABHD16A	blca	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIAA0368	blca	8	No	N/A	No	0.2653453	0.00962296944585886	1	1	0.623	1	1	1	1	1	1	1	0.16742516659044	1	1	1
CSMD3	blca	20	No	N/A	No	0.9490842	1	1	2.623224e-05	0.999	0.530311047992237	1	1	1	1	0.175636	1	1	1	1	1
TNC	blca	5	No	N/A	No	1	0.974860731565956	1	1	0.375	1	1	1	1	1	1	1	1	1	1	0
ASXL3	blca	5	No	N/A	No	1	1	1	1	0.383	1	1	1	1	1	1	1	1	1	1	0
MAP4	blca	6	No	N/A	No	1	1	1	1	0.747	1	1	1	1	1	1	1	1	1	1	0
OR8H2	blca	5	No	N/A	No	1	1	1	1	0.049	1	1	1	1	1	1	1	1	1	1	1
CASKIN2	blca	9	No	N/A	No	1	1	1	1	0.876	1	1	1	1	1	1	1	1	1	1	0
FAM179B	blca	9	No	N/A	No	1	0.00836504135093799	1	1	0.206	1	1	1	1	1	1	1	1	1	1	1
ATP13A2	blca	5	No	N/A	No	0.8414168	0.757537200965029	1	1	0.751	1	1	1	1	1	1	1	0.192780280172781	1	1	0
NLRC5	blca	5	No	N/A	No	1	1	1	1	0.807	1	1	1	1	1	1	1	1	1	1	0
TEAD2	blca	6	No	N/A	No	1	1	1	1	0.659	1	1	1	1	1	1	1	1	1	1	0
YARS	blca	7	No	N/A	No	1	1	1	1	0.458	1	1	1	1	1	1	1	1	1	1	0
MRPS17	blca	5	No	N/A	No	1	1	1	1	0.109	1	1	1	1	1	1	1	1	1	1	0
RET	blca	5	No	OG	Missense somatic drivers in other tissues	1	0.545432469365595	1	1	0.0592	1	1	1	1	1	1	1	1	1	1	0
QSER1	blca	8	No	N/A	No	1	0.362732271063765	1	1	0.762	1	1	1	1	1	1	1	0.0873870830921733	1	1	0
TEX14	blca	10	No	N/A	No	1	1	1	1	0.897	1	1	1	1	1	1	1	1	1	1	0
UGT1A7	blca	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0006379166	1
ATP1A4	blca	5	No	N/A	No	1	1	1	1	0.932	1	1	1	1	1	1	1	0.176147749088169	1	1	0
PCDHA8	blca	40	No	N/A	No	1	1	1	1	0.0405	1	1	1	1	1	1	1	1	1	1	1
SIPA1L2	blca	6	No	N/A	No	1	1	1	1	0.248	1	1	1	1	1	1	1	0.149380502858838	1	1	0
PCDHA4	blca	51	No	N/A	No	1	1	1	1	0.807	1	1	1	1	1	1	1	1	1	1	0
AP1B1	blca	5	No	N/A	No	1	1	1	1	0.985	1	1	1	1	1	1	1	1	1	1	0
NRIP1	blca	5	No	N/A	No	1	1	1	1	0.551	1	1	1	1	1	1	1	0.19897821284526	1	1	0
ATP12A	blca	6	No	N/A	No	0.2308864	1	1	1	0.499	1	1	5.381863e-05	9.210498e-05	0.013	0.168	1	1	1	1	3
BPTF	blca	9	No	N/A	No	1	1	1	1	0.86	1	1	1	1	1	1	1	1	1	1	0
ALG9	blca	6	No	N/A	No	1	1	1	1	0.469	1	1	1	1	1	1	1	1	1	1	0
RERE	blca	8	No	N/A	No	1	0.165546524751989	0.700312119915	1	0.711	1	1	1	1	1	1	1	0.199752849987591	1	1	0
UGT1A4	blca	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0006379166	1
ZCCHC11	blca	8	No	N/A	No	1	1	1	9.615202e-05	0.988	0.734757302193808	1	1	1	1	1	1	0.0226487914023573	1	1	2
PIK3CA	blca	27	No	OG	Missense somatic drivers in other tissues	0	0.0551966197593933	0.307251072815	4.571632e-35	0	1.56406025000872e-13	2.09330030860125e-17	2.408045e-25	9.592252e-38	5e-04	0.1232	4.835e-08	1	1.73371448535179e-21	0.0001051834	11
KIAA1429	blca	5	No	N/A	No	0.05415108	1	1	1	0.114	1	1	1	1	1	1	1	1	1	1	0
GOLGA1	blca	5	No	N/A	No	1	1	1	1	0.0475	1	1	1	1	1	1	1	0.191531153227141	1	1	1
MBD1	blca	9	No	N/A	No	0.002916445	0.00455383316646921	1	1	0.0373	1	1	1	1	1	1	0.0025	1	1	1	4
DBP	blca	7	No	N/A	No	1	0.572670440625076	1	1	0.446	1	1	1	1	1	1	1	1	1	1	0
PCIF1	blca	9	No	N/A	No	0.7853614	1	1	1	0.526	1	1	1	1	1	1	1	1	1	1	0
MBD6	blca	7	No	N/A	No	1	0.900200214757968	1	1	0.409	1	1	1	1	1	1	1	1	1	1	0
RP11-145E5.5	blca	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRKG1	blca	6	No	N/A	No	1	1	1	1	0.71	1	1	1	1	1	1	1	1	1	1	0
POLG2	blca	5	No	N/A	No	1	0.886771489422218	1	1	0.97	1	1	1	1	1	1	1	1	1	1	0
GUCY1A3	blca	6	No	N/A	No	0.1719169	0.778506543961912	1	1	0.62	1	1	1	1	1	1	1	1	1	1	0
ITPR2	blca	9	No	N/A	No	0.8456833	1	1	1	0.724	1	1	1	1	1	1	1	1	1	1	0
LYSMD1	blca	6	No	N/A	No	1	0.963171755198758	1	1	0.933	1	1	1	1	1	1	1	0.0985401758188966	1	1	0
SZT2	blca	14	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACSS3	blca	5	No	N/A	No	0.5360681	1	1	1	0.22	1	1	1	1	1	1	1	1	1	1	0
NLRP9	blca	5	No	N/A	No	1	1	1	1	0.9	1	1	1	1	1	1	1	0.0795044308306922	1	1	0
PA2G4	blca	5	No	N/A	No	1	0.80800652155106	1	1	0.709	1	1	1	1	1	1	1	1	1	1	0
HMCN1	blca	27	No	N/A	No	0.05052235	0.0597516061700924	1	1	0.384	1	1	1	1	1	1	1	1	1	1	0
CTD-2583A14.9	blca	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ITGAL	blca	6	No	N/A	No	0.874278	1	1	1	0.867	1	1	1	1	1	1	1	1	1	1	0
NBEA	blca	6	No	N/A	No	1	1	1	1	0.612	1	1	1	1	1	1	1	1	1	1	0
SOS1	blca	5	No	N/A	No	0.241065	0.937104955934578	1	1	0.251	1	1	1	1	1	1	1	1	1	1	0
CLN3	blca	7	No	N/A	No	1	0.281773378494848	1	1	0.662	1	1	1	1	1	1	1	1	1	1	0
ANKRD28	blca	6	No	N/A	No	1	0.0597516061700924	1	1	0.679	1	1	1	1	1	0.8344	1	1	1	1	0
CELSR3	blca	17	No	N/A	No	1	1	1	1	0.372	1	1	1	1	1	1	1	1	1	1	0
GRIPAP1	blca	5	No	N/A	No	1	0.200798391547894	1	1	0.994	1	1	1	1	1	1	1	1	1	1	0
KL	blca	6	No	N/A	No	1	1	1	1	0.272	1	1	1	1	1	1	1	1	1	1	0
RNF31	blca	10	No	N/A	No	1	1	1	1	0.746	1	1	1	1	1	1	1	0.107983701515204	1	1	0
ASAP2	blca	5	No	N/A	No	0.846242	0.597389451548194	1	1	0.765	1	1	1	1	1	1	1	0.229386717513259	1	1	0
SAMD11	blca	6	No	N/A	No	0.6940449	1	1	1	0.676	1	1	1	1	1	1	1	1	1	1	0
PZP	blca	5	No	N/A	No	1	1	1	1	0.682	1	1	1	1	1	1	1	1	1	1	0
LIMS2	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FMO2	blca	5	No	N/A	No	1	1	1	1	0.8	1	1	1	1	1	0.860203	1	1	1	1	0
SEMA6B	blca	6	No	N/A	No	1	1	1	1	0.259	1	1	1	1	1	1	1	1	1	1	0
TYW1	blca	6	No	N/A	No	1	0.288891245925397	1	1	0.93	1	1	1	1	1	1	1	1	1	1	0
FAU	blca	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TUBGCP6	blca	5	No	N/A	No	1	1	1	1	0.299	1	1	1	1	1	1	1	1	1	1	0
JMJD8	blca	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ANXA9	blca	5	No	N/A	No	0.6741705	1	1	1	0.552	1	1	1	1	1	1	1	0.08558477419131	1	1	0
FLNC	blca	5	No	N/A	No	1	1	1	1	0.847	1	1	1	1	1	1	1	1	1	1	0
AKAP6	blca	7	No	N/A	No	0.3025891	1	1	1	0.493	1	1	1	1	1	1	1	1	1	1	0
UNC45A	blca	5	No	N/A	No	1	1	1	1	0.525	1	1	1	1	1	1	1	1	1	1	0
CPD	blca	7	No	N/A	No	0.005859892	0.605613699872818	1	1	0.413	1	1	1	1	1	1	1	0.0795044308306922	1	1	1
TBC1D24	blca	6	No	N/A	No	1	0.846356347701259	1	1	0.8	1	1	1	1	1	1	1	0.0815824147954706	1	1	0
RALGPS1	blca	6	No	N/A	No	1	1	1	1	0.969	1	1	1	1	1	1	1	1	1	1	0
PRDM16	blca	8	No	Unk	Other somatic drivers in other tissues	0.1171198	0.0597516061700924	0.665839508112	1	0.719	1	1	1	1	1	1	1	1	1	1	0
CACNA2D1	blca	5	No	N/A	No	1	1	1	1	0.989	1	1	1	1	1	1	1	1	1	1	0
MYH4	blca	5	No	N/A	No	0.9989378	1	1	1	0.576	1	1	1	1	1	1	1	0.0375216189088655	1	1	1
PCDHA13	blca	12	No	N/A	No	1	1	1	1	0.338	1	1	1	1	1	1	1	1	1	1	0
CELSR1	blca	9	No	N/A	No	1	0.899560248219183	1	1	0.834	1	1	1	1	1	1	1	1	1	1	0
GNB3	blca	6	No	N/A	No	1	1	1	1	0.427	1	1	1	1	1	1	1	1	1	1	0
CLTC	blca	5	No	TSG	Other somatic drivers in other tissues	1	1	1	1	0.362	1	1	1	1	1	1	1	0.17826897263251	1	1	0
TM7SF2	blca	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMED6	blca	6	No	N/A	No	0.6262843	1	1	1	0.536	1	1	1	1	1	1	1	1	1	1	0
ANO3	blca	7	No	N/A	No	1	1	1	1	0.376	1	1	1	1	1	1	1	1	1	1	0
FGFR3	blca	21	Yes	Unk	Missense somatic drivers in matching tissue	8.841897e-12	0.000155016228070643	0.0148380654683	6.752958e-23	0.0819	1	3.14879668465061e-06	1	1	1	0.168	6.281e-05	1	3.48040606300591e-18	0.0002435328	8
SMPD2	blca	8	No	N/A	No	1	0.0821737255427825	1	1	0.4	1	1	1	1	1	1	1	1	1	1	0
C2orf16	blca	9	No	N/A	No	1	1	1	1	0.944	1	1	1	1	1	1	1	1	1	1	0
DHX9	blca	7	No	N/A	No	1	0.794946104524184	1	1	0.924	1	1	1	1	1	1	1	0.119234661303277	1	1	0
OPCML	blca	6	No	N/A	No	1	1	1	1	0.764	1	1	1	1	1	1	1	1	1	1	0
GOLGB1	blca	15	No	N/A	No	1	0.936561936057217	1	1	0.424	1	1	1	1	1	1	1	1	1	1	0
SEC24A	blca	6	No	N/A	No	1	1	1	1	0.33	1	1	1	1	1	1	1	1	1	1	0
CROT	blca	6	No	N/A	No	0.2526868	1	1	1	0.305	1	1	1	1	1	1	1	1	1	1	0
RPGRIP1	blca	8	No	N/A	No	1	1	1	1	0.699	1	1	1	1	1	1	1	1	1	1	0
MGA	blca	13	No	N/A	No	0.7510902	0.378290926120974	1	1	0.488	1	1	1	1	1	1	1	1	1	1	0
CCDC33	blca	5	No	N/A	No	1	1	1	1	0.912	1	1	1	1	1	1	1	1	1	1	0
PIK3C3	blca	5	No	N/A	No	0.7260675	0.252162871501337	1	1	0.395	1	1	1	1	1	0.860203	1	1	1	1	0
CDK12	blca	7	No	TSG	Missense somatic drivers in other tissues	0.04426335	1	1	1	0.235	1	1	1	1	1	1	1	0.0832897272922979	1	1	1
EML1	blca	5	No	N/A	No	0.7853614	0.00690506471540386	1	1	0.294	1	1	1	1	1	1	1	1	1	1	1
KALRN	blca	11	No	N/A	No	1	1	1	1	0.00752	1	1	1	1	1	1	1	1	1	1	1
GREB1	blca	5	No	N/A	No	1	1	1	1	0.235	1	1	1	1	1	1	1	1	1	1	0
GAD1	blca	5	No	N/A	No	1	1	1	1	0.693	1	1	1	1	1	1	1	1	1	1	0
WDFY3	blca	14	No	N/A	No	1	1	1	1	0.868	1	1	1	1	1	1	1	0.0552475933449072	1	1	0
SDK2	blca	5	No	N/A	No	1	1	1	1	0.423	1	1	1	1	1	1	1	1	1	1	0
DCAF12L2	blca	5	No	N/A	No	1	1	1	1	0.749	1	1	1	1	1	1	1	1	1	1	0
ESPL1	blca	6	No	N/A	No	1	1	1	0.0003844229	0.297	1	1	1	1	1	1	1	1	1	1	1
WDR90	blca	5	No	N/A	No	1	1	1	1	0.778	1	1	1	1	1	1	1	1	1	1	0
HNRNPUL1	blca	5	No	N/A	No	1	1	1	1	0.725	1	1	1	1	1	1	1	1	1	1	0
TENM1	blca	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TECTA	blca	8	No	N/A	No	1	1	1	1	0.935	1	1	1	1	1	1	1	1	1	1	0
PRG4	blca	9	No	N/A	No	1	1	1	1	0.0874	1	1	1	1	1	1	1	1	1	1	0
PLEKHG2	blca	7	No	N/A	No	1	0.53637375530601	1	1	0.466	1	1	1	1	1	1	1	1	1	1	0
ZNF536	blca	6	No	N/A	No	1	1	1	1	0.29	1	1	1	1	1	1	1	1	1	1	0
PCDHGA8	blca	33	No	N/A	No	1	1	1	1	0.0152	1	1	1	1	1	1	1	1	1	1	1
MAP2	blca	5	No	N/A	No	1	1	1	1	0.98	1	1	1	1	1	1	1	1	1	1	0
HOXC4	blca	6	No	N/A	No	1	1	1	1	0.394	1	1	1	1	1	1	1	1	1	1	0
CREB3L3	blca	6	No	N/A	No	1	1	1	1	0.0467	0.963200695376455	1	1	1	1	1	1	1	1	1	1
EVC2	blca	7	No	N/A	No	0.8636015	1	1	1	0.692	1	1	1	1	1	1	1	1	1	1	0
COL4A2	blca	5	No	N/A	No	1	1	1	1	0.818	1	1	1	1	1	1	1	0.129170501884464	1	1	0
WNK3	blca	5	No	N/A	No	1	1	1	1	0.85	1	1	1	1	1	1	1	1	1	1	0
MED15	blca	5	No	N/A	No	1	0.353425777259764	1	1	0.757	1	1	1	1	1	1	1	1	1	1	0
EPM2AIP1	blca	5	No	N/A	No	1	0.648985436666899	1	1	0.132	1	1	1	1	1	1	1	1	1	1	0
TRIO	blca	13	No	N/A	No	1	0.105799352652237	1	1	0.537	1	1	1	1	1	1	1	1	1	1	0
MAVS	blca	5	No	N/A	No	1	0.268920915878158	1	1	0.699	1	1	1	1	1	1	1	1	1	1	0
SLC25A22	blca	5	No	N/A	No	1	1	1	1	0.306	1	1	1	1	1	1	1	1	1	1	0
SH2D3C	blca	5	No	N/A	No	1	1	1	1	0.962	1	1	1	1	1	1	1	0.110275137166324	1	1	0
GAL3ST4	blca	5	No	N/A	No	0.9825265	1	1	1	0.92	1	1	1	1	1	1	1	1	1	1	0
TIAM1	blca	7	No	N/A	No	1	1	1	1	0.0951	1	0.121446229472453	1	1	1	1	1	1	1	1	0
PRKD2	blca	5	No	N/A	No	1	1	1	1	0.924	1	1	1	1	1	1	1	1	1	1	0
IVNS1ABP	blca	5	No	N/A	No	1	0.527461610999143	1	1	0.834	1	1	1	1	1	1	1	1	1	1	0
CARM1	blca	5	No	N/A	No	1	0.96350059563587	1	1	0.785	1	1	1	1	1	1	1	1	1	1	0
TNK2	blca	5	No	N/A	No	1	1	1	1	0.632	1	1	1	1	1	1	1	1	1	1	0
PRX	blca	12	No	N/A	No	1	1	1	1	0.773	1	1	1	1	1	1	1	1	1	1	0
PBRM1	blca	12	No	TSG	Missense somatic drivers in other tissues	0.2039971	0.0880726469169647	1	1	0.217	1	1	1	1	1	1	1	1	1	1	0
SPTA1	blca	16	No	N/A	No	1	1	1	1	0.724	1	1	1	1	1	1	1	0.00320669484906278	1	1	1
RP1L1	blca	9	No	N/A	No	1	1	1	1	0.0841	1	1	1	1	1	1	1	1	1	1	0
BTBD7	blca	6	No	N/A	No	1	0.161762828576876	1	1	0.205	1	1	1	1	1	1	1	1	1	1	0
CDH6	blca	5	No	N/A	No	0.9292844	1	1	0.0009565396	0.404	1	1	1	1	1	1	1	1	1	1	1
TSC2	blca	5	No	TSG	Missense somatic drivers in other tissues	1	0.739894338228127	1	1	0.747	1	1	1	1	1	1	1	1	1	1	0
PTPN22	blca	7	No	N/A	No	0.7626729	1	1	0.0005074705	0.745	1	1	1	1	1	1	1	0.139215599676402	1	1	1
KIAA0907	blca	6	No	N/A	No	1	0.958566341003484	0.439966186491	1	0.231	1	1	1	1	1	1	1	1	1	1	0
C1QL4	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
WNK1	blca	10	No	N/A	No	1	0.0383792553571928	1	1	0.919	1	1	1	1	1	1	1	1	1	1	1
UNC45B	blca	8	No	N/A	No	1	1	1	1	0.437	1	1	1	1	1	1	1	1	1	1	0
DNAH7	blca	9	No	N/A	No	0.6940449	1	1	1	0.341	1	1	1	1	1	0.481297	1	1	1	1	0
ARFRP1	blca	5	No	N/A	No	1	1	1	1	0.508	1	1	1	1	1	1	1	1	1	1	0
LPIN2	blca	5	No	N/A	No	1	1	1	1	0.611	1	1	1	1	1	1	1	1	1	1	0
NEK10	blca	6	No	N/A	No	0.4352785	1	1	1	0.238	1	1	1	1	1	1	1	1	1	1	0
USP34	blca	9	No	N/A	No	0.7127425	1	1	1	0.678	1	1	1	1	1	1	1	0.00181815140363497	1	1	1
TTC3	blca	5	No	N/A	No	1	1	1	1	0.369	1	1	1	1	1	1	1	1	1	1	0
UGP2	blca	5	No	N/A	No	0.03383131	0.1593787313466	0.439966186491	1	0.276	1	1	1	1	1	1	1	1	1	1	1
ZSWIM5	blca	5	No	N/A	No	1	0.715677460974049	1	1	0.537	1	1	1	1	1	1	1	1	1	1	0
MYCBP2	blca	10	No	N/A	No	1	0.707166363375931	1	1	0.945	1	1	1	1	1	1	1	0.0848728119183305	1	1	0
RAI1	blca	11	No	N/A	No	0.4080322	1	1	1	0.997	1	1	1	1	1	1	1	0.193813791440766	1	1	0
OBSL1	blca	8	No	N/A	No	1	0.378754059079234	1	1	0.408	1	1	1	1	1	1	1	1	1	1	0
PKHD1	blca	8	No	N/A	No	1	1	1	1	0.354	1	1	1	1	1	1	1	1	1	1	0
TMEM131	blca	7	No	N/A	No	1	0.362732271063765	1	1	0.493	1	1	1	1	1	1	1	0.207205972178744	1	1	0
RASL10A	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PARP14	blca	5	No	N/A	No	1	1	1	1	0.693	1	1	1	1	1	1	1	1	1	1	0
RNF17	blca	6	No	N/A	No	1	1	1	1	0.136	1	1	1	1	1	1	1	1	1	1	0
LRRK2	blca	8	No	N/A	No	0.670724	1	1	1	0.649	1	1	1	1	1	1	1	1	1	1	0
PCDHA10	blca	28	No	N/A	No	1	1	1	1	0.338	1	1	1	1	1	1	1	1	1	1	0
HUS1	blca	11	No	N/A	No	1	0.899560248219183	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZFPM2	blca	6	No	N/A	No	1	1	1	1	0.256	1	1	1	1	1	1	1	1	1	1	0
ZFYVE9	blca	7	No	N/A	No	0.8456833	1	1	1	0.989	1	1	1	1	1	1	1	1	1	1	0
EXOC1	blca	5	No	N/A	No	1	0.629446243451127	1	1	0.788	1	1	1	1	1	1	1	1	1	1	0
WDR6	blca	11	No	N/A	No	1	1	1	1	0.972	1	1	1	1	1	1	1	0.106675634098871	1	1	0
USP32	blca	6	No	N/A	No	1	1	1	1	0.0435	1	1	1	1	1	1	1	0.143766951649749	1	1	1
MAP1B	blca	6	No	N/A	No	1	1	1	1	0.379	1	1	1	1	1	1	1	0.150943567491085	1	1	0
ABCC1	blca	8	No	N/A	No	1	0.281773378494848	0.700312119915	1	0.135	1	1	1	1	1	1	1	1	1	1	0
SMC5	blca	6	No	N/A	No	1	0.0779652314807693	1	1	0.0103	1	1	1	1	1	1	1	1	1	1	1
UTRN	blca	9	No	N/A	No	0.8466929	1	1	1	0.912	1	1	1	1	1	1	1	1	1	1	0
HIPK3	blca	5	No	N/A	No	1	1	1	1	0.935	1	1	1	1	1	1	1	0.125830518948005	1	1	0
CIT	blca	6	No	N/A	No	1	1	1	1	0.454	1	1	1	1	1	1	1	0.139046347426761	1	1	0
POLN	blca	7	No	N/A	No	1	1	1	1	0.568	1	1	1	1	1	1	1	1	1	1	0
DNAJC16	blca	8	No	N/A	No	0.9975753	1	1	1	0.941	1	1	1	1	1	1	1	1	1	1	0
GPR75	blca	6	No	N/A	No	0.8414168	1	1	1	0.209	1	1	1	1	1	1	1	1	1	1	0
RBBP6	blca	7	No	N/A	No	1	0.41100554742373	1	1	0.208	1	1	1	1	1	1	1	1	1	1	0
STAB1	blca	12	No	N/A	No	1	1	1	1	0.799	1	1	1	1	1	1	1	1	1	1	0
LRRC16B	blca	5	No	N/A	No	1	1	1	1	0.0179	1	1	1	1	1	1	1	1	1	1	1
ALS2CR8	blca	5	No	N/A	No	1	0.811412621336306	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TOP3A	blca	6	No	N/A	No	1	1	1	1	0.833	1	1	1	1	1	1	1	1	1	1	0
PCF11	blca	6	No	N/A	No	0.177272	0.898261367319844	1	0.0007960816	0.175	1	1	1	1	1	1	1	1	1	1	1
AXDND1	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TJP2	blca	5	No	N/A	No	1	0.665639080795789	1	1	0.146	1	1	1	1	1	1	1	1	1	1	0
MFSD3	blca	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NSMAF	blca	5	No	N/A	No	0.8187984	0.436049392832318	1	1	0.309	1	1	1	1	1	1	1	1	1	1	0
XPO5	blca	7	No	N/A	No	1	0.768805887298455	1	1	0.676	1	1	1	1	1	1	1	1	1	1	0
PLCH2	blca	5	No	N/A	No	1	0.672558774244704	1	1	0.281	1	1	1	1	1	1	1	1	1	1	0
B3GAT3	blca	6	No	N/A	No	1	1	1	1	0.778	1	1	1	1	1	1	1	1	1	1	0
PEG3	blca	5	No	N/A	No	1	1	1	1	0.0548	1	1	1	1	1	1	1	1	1	1	0
FRYL	blca	9	No	N/A	No	1	1	1	1	0.314	1	1	1	1	1	1	1	0.00014444182358611	1	1	1
PCDH8	blca	7	No	N/A	No	0.7853614	1	1	1	0.277	1	1	1	1	1	1	1	1	1	1	0
ECM1	blca	8	No	N/A	No	0.9467058	1	0.439966186491	1	0.925	1	1	1	1	1	1	1	1	1	1	0
PCDHGB6	blca	23	No	N/A	No	1	1	1	1	0.389	1	1	1	1	1	1	1	1	1	1	0
INPPL1	blca	6	No	N/A	No	1	1	1	1	0.817	1	1	1	1	1	1	1	1	1	1	0
PFKFB1	blca	5	No	N/A	No	1	1	1	1	0.435	1	1	1	1	1	1	1	1	1	1	0
MAMDC4	blca	5	No	N/A	No	1	1	1	1	0.916	1	1	1	1	1	1	1	1	1	1	0
KCNU1	blca	5	No	N/A	No	1	1	1	1	0.675	1	1	1	1	1	1	1	1	1	1	0
SH2B1	blca	5	No	N/A	No	0.8586076	1	1	1	0.952	1	1	1	1	1	1	1	0.136566600683045	1	1	0
ABL1	blca	5	No	OG	Missense somatic drivers in other tissues	1	1	1	1	0.49	1	1	1	1	1	1	1	0.150574098995955	1	1	0
PIDD	blca	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SCN9A	blca	6	No	N/A	No	1	1	1	1	0.637	1	1	1	1	1	1	1	1	1	1	0
SRPK2	blca	5	No	N/A	No	1	0.851405280645664	1	1	0.325	1	1	1	1	1	1	1	1	1	1	0
SLC4A1AP	blca	5	No	N/A	No	1	1	1	1	0.143	1	1	1	1	1	1	1	1	1	1	0
PTPN21	blca	6	No	N/A	No	1	0.453932216842938	1	1	0.929	1	1	1	1	1	1	1	1	1	1	0
SPEG	blca	5	No	N/A	No	1	1	1	1	0.408	1	1	1	1	1	1	1	1	1	1	0
EIF3A	blca	7	No	N/A	No	1	0.208987237742565	1	1	0.442	1	1	1	1	1	1	1	1	1	1	0
IGSF10	blca	10	No	N/A	No	1	1	1	1	0.962	1	1	1	1	1	1	1	0.0945009129451808	1	1	0
MLL5	blca	7	No	N/A	No	1	0.888227259563734	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PTPN4	blca	7	No	N/A	No	0.2844712	0.817399857517605	1	1	0.374	1	1	1	1	1	1	1	1	1	1	0
ZNF706	blca	6	No	N/A	No	1	0.238272643471909	0.120192789499	1.151441e-05	1	1	1	1	1	1	1	0.001082	1	1	1	2
RFC4	blca	6	No	N/A	No	0.4488134	1	1	1	0.865	1	1	1	1	1	1	1	1	1	1	0
